taxa	Kingdom	Phylum	Class	Order	Family	Genus	Species
X334374	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X545467	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X334867	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X410950	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X41135	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X245143	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X234675	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X238901	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X244979	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X227671	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X230529	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X119942	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X225358	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Pelagicoccus	NA
X153206	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X114694	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X577212	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X111504	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X305871	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
X1559	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X89313	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X142233	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X114313	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X1549	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutusterrae
X557073	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutusterrae
X350772	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X154475	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X231447	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X323190	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X136998	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
X555078	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X526112	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X100737	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X584845	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X209628	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X216828	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X167091	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X144437	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X553713	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X18774	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X96609	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X114788	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X238021	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	OpitutaceaebacteriumTAV2
X304196	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X566392	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X237121	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X106739	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
X513750	Bacteria	Verrucomicrobia	Opitutae	NA	NA	NA	NA
X274373	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	LP2A	NA
X260358	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	CandidatusMethylacidiphilum	NA
X534533	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	LD19	NA	NA
X536133	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	LD19	NA	NA
X285033	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	LD19	NA	NA
X576499	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	LD19	NA	NA
X159582	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X269422	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X148371	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X544574	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X55975	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X565073	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X319505	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X518155	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X170976	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X46876	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X535322	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X510823	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X510993	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X589956	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X546058	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X239291	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X106097	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X105709	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X111348	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X562802	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X512705	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X140683	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X153529	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X540412	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
X255112	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X62479	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	NA
X252550	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	NA
X235471	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	NA
X249520	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	NA
X324932	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X580227	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X585845	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X588196	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X161217	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X155518	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X267867	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X152048	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X362235	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X338616	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X564048	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X329673	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X570408	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Rubritalea	NA
X151337	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X152550	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X235366	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X533261	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X560235	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X153714	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X223134	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X580960	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X517793	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	MSBL3	NA
X556103	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	MSBL3	NA
X554821	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	MSBL3	NA
X510838	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	MSBL3	NA
X264509	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X159169	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X237007	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X524039	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X305960	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X569018	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X256408	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X40791	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X346553	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X586538	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X45741	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X323497	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X237232	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X308686	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
X584159	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X562351	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X289847	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X288494	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X302501	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X299463	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X278234	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansiamuciniphila
X588996	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X561987	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X177339	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
X1596	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X523568	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X113378	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
X509900	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
X102890	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacterdebontii
X1591	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacterdebontii
X1592	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacterdebontii
X556878	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
X200446	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
X248041	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobactervanneervenii
X510359	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X512820	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X537149	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X549833	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X314513	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X591617	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X246208	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X102039	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X252314	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X519950	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
X231528	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X119231	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X570886	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X517031	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X243512	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X519253	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X221896	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X573565	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X509040	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X509124	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X244496	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X267722	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X578508	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X127649	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X256945	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X589110	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X146126	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	CandidatusXiphinematobacter	NA
X320201	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X593896	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X551791	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X154899	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X211380	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X227051	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X217322	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X154102	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X217594	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X352632	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X241683	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X161227	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X243516	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X152195	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X223329	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X222701	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X246641	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X226045	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X208283	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X220494	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X220859	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X225313	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X3046	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X226369	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X225633	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X245203	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X214739	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X547960	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X335630	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X515684	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X340507	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X559200	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X225899	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X541744	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X1605	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X592952	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X240862	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X82424	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X584155	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X213519	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X582528	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X212840	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X248485	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X309788	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X256977	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X256227	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X209352	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X254530	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X221749	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X255611	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X222501	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X152808	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X544465	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X283225	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X253005	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X512364	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X240687	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X252179	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X150925	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X243353	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X206632	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X201417	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X252778	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X237783	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X244491	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X578268	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X235848	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	MC18	NA
X224503	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	Chthoniobacter	NA
X106151	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	Chthoniobacter	NA
X236458	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	Chthoniobacter	NA
